	Unnamed: 0	text	Y	T_true	T_proxy	old_C	C
249	249	susma, haykır, çamaşırlar vardır!	1	1	1	0	9
250	250	"Şaşırtıcı! 2 yıldır sesi soluğu çıkmayan komşumdan, parti gürültüleri geliyor. Bağıra bağıra ""sessiz ol"" şarkısını söylüyorlar."	1	1	1	0	1
251	251	şişeyi o mesafeden düşünce gücüyle de patlatabilirdi ama onun için düşünce lazım tabii.	1	0	0	0	6
252	252	Şu taraf duymadı, biraz daha bağır.	1	0	0	0	6
253	253	Tabii ki bu saçma sapan düşüncenize katılıyorum, akılsızım ya ben	1	0	0	0	1
254	254	Tabii ki Türkiye’de demokrasi harika işliyor.	1	0	0	0	1
255	255	tabii o da haklı benim alnımda enayi yazdığından aksini düşünmemiştir.	1	0	0	0	9
256	256	Tam anlayacağım bir gülme geliyor.	1	0	0	0	3
257	257	tam hayatlarımızı “neyse şunlar bi geçsin de...” diye yaşıyor olmamıza dertlenicem diyorum ki neyse şunlar bi geçsin de...	1	0	0	0	5
258	258	Tanrıya şükürler olsun ki ateistim!	1	1	1	0	1
259	259	Tereyağı bir mermer kadar yumuşak!	1	1	1	0	3
260	260	Terör örgütü destekleyen biri askerlik yapıyor ne kadar ironik.	1	0	0	1	7
261	261	tersine mühendislik mi? ben daha düzünü zor yapıyorum	1	0	0	0	9
262	262	teyzecim günden dönüyosun belli ben 9 saattir ayakta çalışıyorum sadece ne yorulması sen otur kısır ağırlık yapmıştır.	1	0	0	1	2
263	263	trt haber bu hareketiyle sanırım cumhuriyet bayramının artık 19 mayıs'ta kutlanacağını duyurmak istemiş	1	0	0	1	4
264	264	tüm sorularınız için mesaj atabilirsiniz, ama lütfen mesaj atmayın.	1	0	0	0	9
265	265	türkiye'deki turizmin geldiği noktaya bak, virüsü bile getiremiyoruz.	1	0	0	0	4
266	266	Uçuş boyunca n95 ve eldiven takan amca az önce kek yemek için maskesini çıkardı ve eldivenleri ile kek yedi. Söyleyeceklerim bu kadar.	1	0	0	1	3
267	267	ulan kaç senedir sokakta gezip gelir bırak kuş getirmeyi ufak böcek bile getirmedi. hep biz verelim.	1	0	0	0	9
268	268	ulan kış geldi hala evde sinek var. inat etmiş montla uçuyor.	1	0	0	0	9
269	269	ulaşım sorununu biz çözdük diyen ulaştırma bakanı trafik nedeniyle programa geç kaldı.	1	0	0	1	4
270	270	umreden dönenleri tebrik etmek lazım, islamiyeti bu kadar hızlı yaymadilar.	1	0	0	0	6
271	271	Uyku apnesi ilacımı almak için doktora gittiğimde 25 dakika bekletildim ve uyuyakaldım.	1	0	0	1	2
272	272	Uyku tutmayınca, uyunamadığı için stres olunup daha da fazla uyuyamamak.	1	0	0	0	0
273	273	Uykumu aldığımdan sanırım gözlerimin haberi yok.	1	0	0	0	0
274	274	ülke olarak eti bayramdan bayrama yediğimizden, diğer ülkelerden farklı protein yapımız olabilir, virüs tutunacak protein bulamıyordur.	1	0	0	1	0
275	275	Vegan bir arkadaşım sürekli deri ceketler giyiyor.	1	0	0	0	3
276	276	Vergi borcu var diye linç edilmeye çalışılan kişi vergi rekortmeni oluyor.	1	0	0	0	9
277	277	Verilik kapı arıyoruz, elinde olan var mıdır? Boyut ve mekan değiştirmelik olursa daha mutlu oluruz.	1	0	0	0	0
278	278	Ya erkeklerin üstüne çok gidiyoruz cidden lütfen artık hiçbir kadın tacize uğradığında dile getirmesin ya da önlemek/şikayet etmek için bi adım atmasın, yazık çünkü kıyamam.	1	0	0	0	9
279	279	yağmurlu havada su birikintilerinden hızlı geçmeye devam edin lütfen, ıslanmaya bayılıyoruz	1	0	0	0	2
280	280	Yakın tarihin en kötü terör örgütüne 49 vatandaş kaptırmış kişi, dünya mazlumlarının umudu olmaktan bahsediyor.	1	0	0	1	8
281	281	yapmam gereken işlerin bir listesini yaptığıma göre bugünkü işlerim bitti.	1	0	0	0	3
282	282	yazın manita ayarlamak bayramda kiralık araba bulmaktan daha zor, çevreme bakıyorum tüm kontenjanlar dolmuş.	1	0	0	0	6
283	283	Yeğenlerim kedi köpek gibi iyi anlaşırlar.	1	0	0	0	8
284	284	yemekhane makarnası mı? en sevdiğim.	1	0	0	0	6
285	285	yeni bir hobi edindim, merak edenler için yeni hobim, yeni bir hobi aramak	1	0	0	0	1
286	286	Yeni çalışmaya başladığım ofiste dedikodumu yapan çalışanları patronları azarlamış, halbuki çok iyi insanlardı :(((	1	0	0	0	1
287	287	yeni gelen arkadaşlık isteklerini 14 gün karantinada bekleteceğim.	1	0	0	1	1
288	288	yok kesin zekidir ama çalışmıyordur	1	0	0	0	1
289	289	Yoksulluk sınırı 4995 TL açıklanmış. En az 2 çocuğunuzu dilendirin, milli sermaye Suriye'ye gitmesin içerde kalsın.	1	0	0	1	1
290	290	yolun ters tarafından üzerime süren araba sanırım kendini kıbrısta sanıyordu.	1	0	0	0	9
291	291	Yönetici, mesaiye geç kalan çalışanına: “Bravo, her zamanki gibi işe vaktinden önce geldin.”	1	0	0	0	9
292	292	zamanında 0.59 tl ödeyerek ömür boyu premium satın aldığım uygulamanın şu anki yıllık premium ücretinin 80 tl olması aşırı mutlu ediyor.	1	0	0	1	1
293	293	ayak serçe parmağımız bakıp gülelim diye mi var yoksa bir yerlere vuralım diye mi? başka bir amacı olmadığına eminim 😅	1	0	0	0	4
294	294	Bugün iş yerine gelmem sadece 76 dakika sürdü, işte İstanbul'u bu yüzden seviyorum... 😌😌😌😌😌	1	0	0	0	7
295	295	Denizli diyorlar denizi yok 🤔 🤔.	1	0	0	1	8
296	296	hobi olarak sabaha karşı 5te yatıp sabah 9da uyanmak en çok gözaltlarımın hoşuma gidiyor gibi 😞	1	0	0	1	9
297	297	Küçücük ama küçücük bir hata sonucu çalışanların maaşlarını muhasebecimiz yerine tüm şirkete göndermişim. Harika bir sabah... 😅	1	0	0	0	3
298	298	Ofisimizin önüne kocaman bir foseptik çukuru açılmış. Her yer mis gibi kokuyor! 💩	1	1	1	0	6
299	299	Patronumuzun bana emanet ettiği sırrı sadece 7 kişiye anlattım hepsi bu 🤐🤐	1	0	0	1	6
300	300	Aman tadımız kaçmasın. diye diye hiçbir şeyi tartışıp çözemez olduk.	0	0	0	0	5
301	301	11-17 yaş grubundaki çocukların yüzde 80'i yeterince egzersiz yapmıyor.	0	0	0	1	0
302	302	2 saat boyunca kalbi duran çocuk hayata döndü.	0	0	0	1	7
303	303	28 yaşıma geldim ama hala harry potter’ı izlerken ağlayabiliyorum.	0	0	0	1	0
304	304	Abartmak, küçültmekten milyarlarca kez daha kötüdür!	0	1	1	0	7
305	305	ABD'de polisin sert müdahalesine maruz kalan siyahi adam çevredekilerin gözleri önünde hayatını kaybetti.	0	0	0	0	0
306	306	açığa aldığım tayland biletini alıp, ilk uçakla taylanda 20 gün tatile gideceğim.	0	0	0	1	7
307	307	"adam kalkmış benzinlik ortasında pompalıyla 17 yaşında bir kızı öldürmüş, savunması da ""eski sevgilim sandım"""	0	0	0	1	6
308	308	Aksaray'da otizmli çocukların aileleri konuştu: Çocuklarımız okula arka kapıdan sokuluyor.	0	0	0	1	2
309	309	alarmı sabah 6'ya kurdum, artık yatmam gerek.	0	0	0	0	2
310	310	"alnıma ""sen kazamazsın, kazılı kuyum"" yazdırmalık bir ruh halindeyim."	0	0	0	0	3
311	311	Anksiyete çoğumuzun hayatında var ama güçsüz görünme korkusuyla anlatmıyoruz.	0	0	0	0	9
312	312	anneme sıkı sıkı sarılacağım.	0	0	0	0	3
313	313	Antalya'da hayatını kaybeden ailenin evinde siyanür bulgusuna rastlandı.	0	0	0	0	6
314	314	Antartika'da kara üzerindeki en derin nokta bulundu.	0	0	0	1	4
315	315	Apple'ın çevrimiçi dizi ve film platformu Apple TV plus 100'den fazla ülkede kullanıma açıldı.	0	0	0	1	5
316	316	"arkadaşımla ""şehirlerarası yol kenarından avm'ye yürürken kahve termosundan bira içmek"" gibi bir etkinlik ürettik, ne hissetmeliyiz bilemiyorum."	0	0	0	0	3
317	317	arkadaşlar su içmeyi nasıl hatırlıyorsunuz ben böbreklerim ağrıyana kadar fark etmiyorum susuz olduğumu	0	0	0	1	1
318	318	Artık en sevdiğim çikolatayı üretmeyi kesmişler :'(	0	0	0	0	1
319	319	"artık hayal kırıklığına bile uğramıyorum, ""yine mi, peki."" diyip yoluma devam ediyorum."	0	0	0	0	9
320	320	aslında sessiz insan yoktur, yanlış ortam vardır.	0	0	0	0	6
321	321	AtlasGlobal uçuşları 21 Aralık'ta yeniden başlıyor	0	0	0	1	5
322	322	Bağımlılığın kökeni daima travmaya ve çocuklukta yaşanan sorunlara dayanıyor.	0	0	0	0	0
323	323	Bağırsak bakterileri kanser tedavisini güçlendiriyor.	0	0	0	0	8
324	324	bahar alerjimden dolayı gözlerim dolmadı arkadaşlar dümdüz ağlıyorum	0	0	0	0	6
325	325	bakıyorum ki aramızda beni çekemeyen hatta kıskananlar oluşmaya başlamış, devam böyle	0	0	0	0	9
326	326	Bale akademisinde öğrencilere kilo almamak için sigara içmeleri tavsiye edildi.	0	0	0	1	0
327	327	Banyoda telefonla konuşan 13 yaşındaki kız çocuğu elektrik akımına kapıldı, kısa süre hafızasını kaybetti.	0	0	0	1	5
328	328	başkalarının hayatına burun sokmayı seven ne çok insan var şu memlekette.	0	0	0	1	1
329	329	Başkan eminim kuyusunu kazan adama seve seve yardım edecektir.	0	0	0	0	8
330	330	başladığımız gibi sinir krizi geçireceğimizi biliyorum ama arkadaşlarımla toplanıp vampir-köylü oynamayı özledim :'(	0	0	0	0	0
331	331	Bazı bitkisel ilaçlar kanser tedavisine yarardan çok zarar veriyor.	0	0	0	1	8
332	332	BBC'nin seçim haberlerini bilgisayarlar nasıl yazdı?	0	0	0	1	3
333	333	Bebeği 3 saat yaşayan anne, 63 gün boyunca biriktirdiği sütünü bağışladı.	0	0	0	1	2
334	334	Belçika ordusu zırh eklettiği aracına kısa boylu şoför bulmak zorunda.	0	0	0	1	5
335	335	Belçika'da yoksul ailelerin çocukları zengin çocuklardan daha çok antidepresan ilaç kullanıyor :(	0	0	0	0	6
336	336	Belçikalı bilim adamları, kemoterapisiz kanser tedavisi üzerinde çalışıyorlar.	0	0	0	1	8
337	337	belediyeler normalleşme sürecinde toplu taşıma kullanımının azalması sonucunda artacak trafiği rahatlatmak için fazladan bisiklet yolları yapmaya başladı.	0	0	0	1	7
338	338	Ben nerede yanlış yapıyorum acaba ya	0	0	0	0	0
339	339	Ben sizin kitaplarınızı orta okul yıllarımda okumaya başladım.	0	0	0	1	6
340	340	beni floransa'mın yağmurlarında yıkasınlar	0	0	0	1	2
341	341	Bilim adamları buzdolabında bir yıl dayanan yeni elma türü keşfettiler.	0	0	0	0	8
342	342	Bilim insanları şu uyku illetine bir çözüm bulun artık.	0	0	0	0	1
343	343	Biliminsanları pek çok ülkedeki korona salgını rakamlarını toplayarak bir bilgisayar modellemesi geliştirdi.	0	0	0	1	3
344	344	bir kadın anne olmak istemedi diye neden linç edilir kafam almıyor.	0	0	0	0	7
345	345	bir karavan alıp, yavaş, çok yavaş bir şekilde tüm dünyayı gezmek istiyorum	0	0	0	0	3
346	346	Bir şehire daha maske takma zorunluluğu getirildi.	0	0	0	0	3
347	347	Bir yıldan uzun süredir Mars’ta görev yapan InSight, bulunduğu bölgede daha önceleri tahmin edilenden on kat daha büyük manyetik alan tespit etti.	0	0	0	1	3
348	348	biraz önce reklam verdi, reklam bittiği gibi dizi başladı ve tekrar reklam verdi, çok saçmaydı.	0	0	0	0	6
349	349	Birinciliği son saniyelerde kaçırınca üzüntüden mahvoldu.	0	0	0	0	4
350	350	Boş yapılan arkadaş grubu aşırı özlenmişsin	0	0	0	1	0
351	351	boşa harcanan paralara çok üzülüyorum.	0	0	0	0	7
352	352	boşanma davalarının sonucu olarak verilen nafakalar hakkında ne düşünüyorsunuz, tartışalım mı?	0	0	0	0	0
353	353	böyle olmuyor, ben arkadaşlarıma buluşma sözü verip bir gün öncesinde dandik bir bahaneyle iptal etmeyi özledim	0	0	0	0	9
354	354	bu 134 bölümlük diziyi 7. kez bitirdim.	0	0	0	1	1
355	355	Bu dönem okul hiç bitmeyecek gibi hissettiriyor.	0	0	0	1	2
356	356	Bu hafta teslim etmem gereken 7 ödevim, girmem gereken 2 quizim var. Ne yapmam gerektiğini bilmiyorum ¯\_(ツ)_/¯	0	0	0	1	3
357	357	bu video'dan sonra coca-cola'nın dünya borsalarında dip yapması kaçınılmaz olacaktır.	0	0	0	1	5
358	358	bugün de dünyaya karşı umutsuz uyandım	0	0	0	0	1
359	359	"bulduğum ilk terasa çıkıp ""ARTIK ÇOK YORULDUM ANLIYOR MUSUNUZ???"" diye bağırmak istiyorum"	0	0	0	0	0
360	360	bunu ciddiye alıp uzun uzun yazanlardan daha zekidir, o kesin.	0	0	0	0	8
361	361	Bursa bu mevsimde soğuktur.	0	0	0	0	1
362	362	büyük bir aksilik olmazsa yarın bu saatlerde biri kız biri erkek olmak üzere iki tane bıcırığın dayısı olacağım.	0	0	0	0	2
363	363	Büyükşehir, kar yağışının hayatı olumsuz etkilememesi için hemen işe koyuldu.	0	0	0	0	7
364	364	canım deli gibi patlamış mısır çekiyor	0	0	0	0	2
365	365	Canım korkunç derecede tantuni çekiyor.	0	0	0	0	5
366	366	canım sıkılıyor, ayrıca canım da sıkkın :(((	0	0	0	0	1
367	367	canım şehrim, özlemişim insanını.	0	0	0	0	7
368	368	cd koleksiyonuma bakıp bunları çalacak bir sistemim yok diye üzülüyorum düzenli olarak :'(	0	0	0	1	7
369	369	Charles Darwin'in evrim teorisi tam 160 yaşına bastı.	0	0	0	1	6
370	370	Cumhuriyet 1923 yılında kuruldu.	0	0	0	1	2
371	371	Çalışanlara iş yerinde uyku izni verilmeli mi?	0	0	0	0	4
372	372	çalışmaktan nefret ediyorum.	0	0	0	0	9
373	373	Çin'de mobil internet kullanıcılarına yüz tarama zorunluluğu getiriliyor.	0	0	0	1	9
374	374	Çin'de öğrencilere beyin dalgalarını ölçen cihaz taktıran ilkokul, ailelerin şikâyetiyle uygulamaya son verdi.	0	0	0	0	9
375	375	Çok kinci bir insanım.	0	0	0	0	3
376	376	Dağda yürüyüş yaparken kalbi durdu, 6 saat sonra hastanede hayata döndürüldü.	0	0	0	1	7
377	377	dedeme lüks gözlük aldık, şurada kaç yılım kaldı paraya yazık etmişsiniz diye kızdı bize.	0	0	0	0	8
378	378	Demokratik Kongo'daki madenci ölümleri nedeniyle teknoloji devlerine dava açıldı.	0	0	0	1	4
379	379	Depremleri, felaketleri, hırsızlıkları umarım unutmamışızdır...	0	0	0	0	4
380	380	Derste örnek verilirken sizin isminiz kullanılınca siz de mutlu olmuyor musunuz?	0	0	0	1	1
381	381	Diyarbakır'da sıcaklıklar tam 45°C'yi görmüş :O	0	0	0	1	1
382	382	doğum günümü kutlamayı sevmiyorum.	0	0	0	0	7
383	383	düğün istemiyorum çünkü hayatımın en güzel anlarını tanımadığım yüzlerce insanla değil en sevdiğim insanlarla kutlamak istiyorum	0	0	0	1	7
384	384	Dün geceden beri Türkiye'deki mülteciler güvensiz koşullarda Yunanistan'a geçmeye çalışıyor.	0	0	0	0	6
385	385	Dünya çapında birçok ülkede de arka arkaya ekonomik önlem ve destek paketleri açıklanıyor.	0	0	0	0	9
386	386	Dünya Sağlık Örgütü'nün 24 saat ortalaması için belirlediği sınır 25 mikrogram.	0	0	0	1	3
387	387	Dünya'yı daha yaşanılır kılmak için neler yapabilirsiniz?	0	0	0	0	0
388	388	Dünyada şeker tüketimi neden arttı, ne tür önlemler alınabilir?	0	0	0	0	9
389	389	dünyadaki en iğrenç insan sen olmayabilirsin belki ama benim için kesinlikle öylesin.	0	0	0	0	3
390	390	Dünyanın ilk HIV-pozitif sperm bankası Yeni Zelanda'da açıldı.	0	0	0	1	1
391	391	eğer evinizde operatörünüz çekmiyorsa, wi-fi aramalarını etkinleştirerek cama yapışmadan telefonla konuşabilirsiniz :)	0	0	0	1	2
392	392	Elleri yıkamak, hapşururken ağzı kapatmak, dışarda her yere dokunmamak gibi normal insan davranışlarını benimsememiz için dünyayı bi virüsün kasıp kavurması lazımmış.	0	0	0	1	4
393	393	Elon Musk, Tesla'nın yeni pick-up modelini tanıttı.	0	0	0	1	2
394	394	En kısa gün tarih boyunca neden ve nasıl kutlandı?	0	0	0	1	0
395	395	en önemli olan şey kişinin ne istediğine karar vermesi.	0	0	0	0	4
396	396	en sevdiğiniz uçlu kalem markaları neler? yeni uçlu kalem almam gerek. 	0	0	0	0	1
397	397	Eski Galatasaray'lı Wesley Sneijder futbolu bıraktı.	0	0	0	1	8
398	398	Eskişehir’de inecek olan bu kadın, vagonun en arkasındaydı az önce.	0	0	0	0	1
399	399	Eurovision bu yıl iptal edilmiş.	0	0	0	1	2
400	400	eurovision'u kazanalı 17 yıl olmuş, hüzünlendim…	0	0	0	1	2
401	401	Facebook yeni logosunu tanıttı.	0	0	0	1	2
402	402	Felçli hasta zihniyle kol ve bacaklarını hareket ettirdi.	0	0	0	0	4
403	403	fiskenin kökeni pontus rumcasına dayanıyor olup, parmak uçları ile yapılan hafif vuruş anlamına gelir.	0	0	0	1	8
404	404	fotoğraf bastırmak için fotoğraf seçmeye çalıştığımda 50 fotoğraftan aza indiremiyorum asla! o kadar param yok...	0	1	1	1	8
405	405	Galatasaray Fenerbahçe ile berabere kaldı.	0	0	0	0	1
406	406	"gece 11'de kapım çaldı, korkarak kapıyı açtım, 2 bekçi gelmiş ""çamaşırları toplayın, yağmur yağıyor ıslanmasın"" dediler. sözün bittiği yerdeyim."	0	0	0	0	8
407	407	Gece kabus görmek, gündüz korkularla başa çıkmakta faydalı olabilir.	0	0	0	0	6
408	408	geçen hafta 41 dereceydi diye bu hafta şortla dışarı çıktım ama hava 19 dereceymiş.	0	0	0	1	3
409	409	"geçenlerde ped alırken yaşadıklarını anlatan kadınlar yalancılıkla suçlanıp linç ediliyordu, ben de gördüm şimdi ""siyah poşet alınız"" yazısını."	0	0	0	1	0
410	410	gençliğimden zerre keyif almıyorum	0	0	0	1	1
411	411	Gezi davasındaki tüm sanıklara beraat kararı çıktı.	0	0	0	0	6
412	412	Gıda paketlerine kalorileri yakmak için gereken 'egzersiz miktarları' yazılmalı.	0	0	0	0	7
413	413	Girdiğin sınavı kazandığını ve istediğin okulda okuduğunu bir düşün.	0	0	0	0	3
414	414	Google iki yılda 2 milyar dolardan fazla ceza ödedi.	0	0	0	1	2
415	415	Google'ın Kanada'da kurmak istediği akıllı kente yeşil ışık verildi.	0	0	0	0	4
416	416	Google'ın Türkiye'de yeni çıkacak Android cihazlarla ilgili kararı ne anlama geliyor?	0	0	0	1	9
417	417	günde iki kez telefonu şarj edecek kadar telefona kilitleniyorum.	0	0	0	1	3
418	418	Güzelim tatil hayaliniz nasıl mahvedilir? Tabi ki annenizin temizlik maceraları ile	0	0	0	0	7
419	419	Hafta sonu meteor yağmurları gözlemlenebilecek.	0	0	0	1	2
420	420	Hani bu en güzel yıldı?	0	0	0	0	2
421	421	Hani radyoda çok sevdiğin bir şarkıya denk gelir sevinirsin de tam sesini açtığında şarkı biter ya.	0	0	0	0	6
422	422	Hastanede yerde yatan çocuğun fotoğrafına bakmayan İngiltere Başbakanı Johnson'a eleştiri yağmuru geldi.	0	0	0	1	2
423	423	havada huzur veren bir aydınlık var.	0	0	0	0	3
424	424	Havaş'ta önündeki amca yanındaki rastgele kişiye pürel ikram etti, canım halkım :)	0	0	0	0	8
425	425	hayatta en büyük eğlence, başkalarının yapamazsın dediğini yapmaktır.	0	0	0	0	5
426	426	hayvanat bahçelerini tam olarak ne zaman kapatırız sizce, bunun vahşet olduğunu ne zaman kabul edeceğiz?	0	0	0	0	6
427	427	Hem arz hem talep tarafından baskı altında olan petrol fiyatları, son 18 yılın en düşük seviyelerine geriledi.	0	0	0	1	7
428	428	her gün aynı sabaha uyanır gibi ve sadece tek bir günü yaşıyor gibi hissediyorum.	0	0	0	0	3
429	429	herkes instagramı kapatmaktan bahsediyorken hazır belirteyim, kapatınca öyle aydınlanma, bakış açısını değiştirme gibi bir şey olmuyor.	0	0	0	0	5
430	430	Instagram estetik operasyon filtrelerini kaldırıyor.	0	0	0	1	2
431	431	"içimdeki ankaralıya "" bi sus la "" diye bağırmak suretiyle aspava hayallerimi susturuyorum..."	0	0	0	0	9
432	432	İHA kullanıcısının yerini tespit edecek telefon uygulaması geliştirildi.	0	0	0	1	5
433	433	ik olarak çalıştığım şirkette biri arayıp çalışanlardan birinin maaşını sordu, meğersem kız vereceklermiş, kızın babası arıyormuş.	0	0	0	0	6
434	434	İklim krizi çalışma grubumuz ilk toplantısını gerçekleştirdi. Kapımıza dayanan iklim krizinin halkımıza anlatılabilmesi için neler yapılabileceği konuşuldu.	0	0	0	0	2
435	435	İngiltere'de Brexit yasa tasarısı Avam Kamarası'nda ilk engeli aştı.	0	0	0	0	8
436	436	insan bilgisayar mühendsiliğinde okuduğunu hocaların ders iptal etmek yerine 5 dkda online ders vermeye geçebilmesinden anlıyor	0	0	0	1	4
437	437	insan büyüdüğünü araba yarışı oyunlarında viraj alırken gazı bırakınca anlıyor	0	0	0	1	7
438	438	insan eserleriyle övünmeli satın aldıklarıyla değil.	0	0	0	0	7
439	439	insan, olması gereken o ya da değil, değişime direniyor.	0	0	0	0	0
440	440	İnsanlar benim gözümde ikiye ayrılıyor: kahve bağımlıları ve çay bağımlıları.	0	0	0	0	7
441	441	insanların hep ilk tanıştığım zamanki hallerini özlüyorum.	0	0	0	0	0
442	442	insanlarla iletişim kurmak iyice zorlaştı mı, yoksa ben mi kaybediyorum iletişim yeteneğimi?	0	0	0	0	7
443	443	İnsanlığın sonunu getirebilecek varoluşsal riskler neler?	0	0	0	1	9
444	444	internetin önerdiği her şeyi yaptım ama mide bulantım hala geçmedi	0	0	0	0	0
445	445	İnternette viral olan Tom Cruise Deepfake videosu neden ürkütücü?	0	0	0	1	5
446	446	İroni tespiti için veri formu dolduran da ne bileyim...	0	0	0	1	6
447	447	İstanbul ve İzmir dahil bazı kentlerde su baskını riski arttı.	0	0	0	0	5
448	448	istanbul'da özel bir üniversitede güvenlik personeli olarak çalışıyorum.	0	0	0	0	3
449	449	istanbul’da saf alkol tüketen 20 kişi hayatını kaybetti.	0	0	0	1	7
450	450	işim gereği potansiyel 450 civarı farklı insanla aynı ortamda bulunacağım.	0	0	0	1	8
451	451	İzlanda büyümeyi değil, insanı önceleyen 'mutluluk ekonomisine' geçiyor.	0	0	0	0	7
452	452	izlediğim en iyi animasyon filmi.	0	0	0	1	0
453	453	Japonya nasıl bu kadar temiz bir ülke olabiliyor?	0	0	0	1	3
454	454	Japonya'da kadın gazeteci tecavüzle suçladığı ünlü isme karşı açtığı davayı kazandı.	0	0	0	1	0
455	455	Jean-François Millet'nin 'Başak Toplayan Kadınlar' adlı eseri tuval üzerine yağlı boya ile yapılmıştır ve günümüzde Paris'deki Orsay Müzesinde sergilenmektedir.	0	0	0	1	6
456	456	Kalp nakli ile hayata tutunan çift, evlendi.	0	0	0	1	7
457	457	Kanal İstanbul projesinin çevreye korkunç zararlar vereceği düşünülüyor.	0	0	0	0	7
458	458	kaplumbağa olsam biri gelir ters çevirir.	0	0	0	0	9
459	459	Kar yağsa da kartopu oynasak.	0	0	0	0	1
460	460	Karaciğer için faydalı besinler hangileri?	0	0	0	1	9
461	461	Karanlık enerjinin gizemini çözmek için 5 bin mini teleskopla 35 milyon galaksi incelenecek.	0	0	0	1	8
462	462	Kaygı, duygusal rezervlerin ziyan edilmesidir.	0	0	0	0	3
463	463	kediyi ve köpeği sevmek hayvanseverlik değildir, hayvanseçerliktir, türcülüktür!	0	1	1	0	8
464	464	kendimi köşeye sıkışmış hissediyorum.	0	0	0	0	6
465	465	Kenyalı atlet Eliud Kipchoge, maratonu 2 saatin altında koşan ilk sporcu olarak tarihe geçti.	0	0	0	1	7
466	466	Kırmızı tuğladan cephesi ve kuleleriyle dönemin mimarisini hatırlatıyor.	0	0	0	0	8
467	467	kimseye bir şey açıklayacak hal ve heves kalmadı, aynen diyip geçiyorum.	0	0	0	0	3
468	468	Kitapçıdan aldığım dergileri okuyor, arşivime kaldırıyorum.	0	0	0	0	6
469	469	Klavyem geceleri çok ses çıkarıyor diye annem uyanıyor.	0	0	0	0	1
470	470	Komplo teorilerine inanmak ile akıl sağlığı arasında bir bağlantı var mı?	0	0	0	1	9
471	471	Korkunca neden çığlık atıyoruz acaba?	0	0	0	0	8
472	472	küçük çocuğu var diye her şeyde öncelikli olduğunu düşünen aileler beni delirtiyor, sıra beklemeni engelleyen ne, çocuğun gayet sakin duruyor kimi kandırıyorsun?	0	0	0	0	4
473	473	"küçükken bir çocuk beni ""allah galatasaraylı"" diye kandırmıştı, çok üzülmüştüm ben de ""olsun atatürk fenerbahçeli"" demiştim :("	0	0	0	0	3
474	474	kütüphanede bir yüzük buldum, alyansa benziyor bir deneyeyim dedim fakat şu an çıkaramıyorum	0	0	0	0	3
475	475	Lifli gıda tüketmek abartılıyor bence, hiç yararını görmedim.	0	0	0	0	6
476	476	Macar insanları doğanın 5. kuvvetini bulduklarını öne sürdü.	0	0	0	1	7
477	477	Mahkeme Filistinlerin 2014'ten bu yana yaptığı bazı şikayetleri inceliyordu.	0	0	0	1	0
478	478	Mahsur kalan İranlı şoför için para toplanıp, yeni tır alındı.	0	0	0	1	6
479	479	makale yazıyorum, aynı zamanda hazırlanmam gereken birkaç sınav var.	0	0	0	0	9
480	480	markete gitmeye aşırı üşeniyorum	0	0	0	1	2
481	481	Meme kanseri riskini yüzde 50 azaltan ilacın olumlu etkisi yıllarca sürüyor.	0	0	0	1	1
482	482	Merkez bankası faizleri 200 baz puan daha düşürdü.	0	0	0	1	3
483	483	mevsim geçişlerinde hasta olmak tamam da zatürre olmak nedir :'( 	0	0	0	0	5
484	484	Michigan Üniversitesinde çalışan bir grup araştırmacı uzuvlarını kaybeden insanların (amputelerin) yapmak istedikleri hareketleri düşünerek kontrol edebildiği bir robot el geliştirdi.	0	0	0	1	4
485	485	Microsoft'tan yüzlerce yıl dayanabilecek veri depolama teknolojisi, Project Silica, tanıtıldı.	0	0	0	1	2
486	486	migros, çalışanlarına maske ve eldiven kullanmayı yasaklamış.	0	0	0	0	3
487	487	Migros'ta çalışanlara maske ve eldiven yasağı geldi.	0	0	0	0	3
488	488	Mikrop kapmamak için uçağın neresinde oturmalı?	0	0	0	1	0
489	489	Modern insanın ataları Botsvana'dan yayıldı.	0	0	0	1	8
490	490	Motorola, katlanan telefonu Razr'ın yeni versiyonunu çıkartıyor.	0	0	0	1	0
491	491	myers-briggs tip göstergesi (mbti) entel şahsın astrolojisidir	0	0	0	1	2
492	492	New York bekaret testini yasaklamayı gündemine aldı.	0	0	0	1	0
493	493	Normalde enerjik olan insanları biraz bile suskun görünce ne oldu diye darlamak bitsin artık ya	0	0	0	1	6
494	494	Oda 20 derece de olsa, 5 derece de olsa bu oda sıcaklığıdır...	0	0	0	1	5
495	495	Odamıza gelip dolabın içinden bütün bir kangal sucuğu (ç)alan hocam, belki karnın açtı ama haber etsen zaten paylaşırız yemeğimizi, böyle tatsız olmadı mı sence de?	0	0	0	1	5
496	496	ODTÜ'nün akademik arşivi erişime açıldı.	0	0	0	1	6
497	497	Ortaokul defterlerimi buldum, yazıma bakınca midem bulandı, ne çirkin yazıyormuşum! 	0	1	1	0	7
498	498	Pakistan'da HIV virüsü çocuklar arasında neden yayılıyor?	0	0	0	1	4
499	499	param yokken çok sinirleniyorum	0	0	0	1	8
500	500	Pardon, günaydınlaşmış mıydık?	0	0	0	0	3
501	501	parmağınıza yüzük sıkışırsa hastaneye değil, itfaiyeye gidiniz.	0	0	0	0	7
502	502	peluş oyuncaklara bayılıyorum, bana daha çok huzur veren bir şey görmedim.	0	0	0	0	3
