	text	Y	T_true	T_proxy	C
269	ulaşım sorununu biz çözdük diyen ulaştırma bakanı trafik nedeniyle programa geç kaldı.	1	0	0	1
270	umreden dönenleri tebrik etmek lazım, islamiyeti bu kadar hızlı yaymadilar.	1	0	0	0
271	Uyku apnesi ilacımı almak için doktora gittiğimde 25 dakika bekletildim ve uyuyakaldım.	1	0	0	1
272	Uyku tutmayınca, uyunamadığı için stres olunup daha da fazla uyuyamamak.	1	0	0	0
273	Uykumu aldığımdan sanırım gözlerimin haberi yok.	1	0	0	0
274	ülke olarak eti bayramdan bayrama yediğimizden, diğer ülkelerden farklı protein yapımız olabilir, virüs tutunacak protein bulamıyordur.	1	0	0	1
275	Vegan bir arkadaşım sürekli deri ceketler giyiyor.	1	0	0	0
276	Vergi borcu var diye linç edilmeye çalışılan kişi vergi rekortmeni oluyor.	1	0	0	0
277	Verilik kapı arıyoruz, elinde olan var mıdır? Boyut ve mekan değiştirmelik olursa daha mutlu oluruz.	1	0	0	0
278	Ya erkeklerin üstüne çok gidiyoruz cidden lütfen artık hiçbir kadın tacize uğradığında dile getirmesin ya da önlemek/şikayet etmek için bi adım atmasın, yazık çünkü kıyamam.	1	0	0	0
279	yağmurlu havada su birikintilerinden hızlı geçmeye devam edin lütfen, ıslanmaya bayılıyoruz	1	0	0	0
280	Yakın tarihin en kötü terör örgütüne 49 vatandaş kaptırmış kişi, dünya mazlumlarının umudu olmaktan bahsediyor.	1	0	0	1
281	yapmam gereken işlerin bir listesini yaptığıma göre bugünkü işlerim bitti.	1	0	0	0
282	yazın manita ayarlamak bayramda kiralık araba bulmaktan daha zor, çevreme bakıyorum tüm kontenjanlar dolmuş.	1	0	0	0
283	Yeğenlerim kedi köpek gibi iyi anlaşırlar.	1	0	0	0
284	yemekhane makarnası mı? en sevdiğim.	1	0	0	0
285	yeni bir hobi edindim, merak edenler için yeni hobim, yeni bir hobi aramak	1	0	0	0
286	Yeni çalışmaya başladığım ofiste dedikodumu yapan çalışanları patronları azarlamış, halbuki çok iyi insanlardı :(((	1	0	0	0
287	yeni gelen arkadaşlık isteklerini 14 gün karantinada bekleteceğim.	1	0	0	1
288	yok kesin zekidir ama çalışmıyordur	1	0	0	0
289	Yoksulluk sınırı 4995 TL açıklanmış. En az 2 çocuğunuzu dilendirin, milli sermaye Suriye'ye gitmesin içerde kalsın.	1	0	0	1
290	yolun ters tarafından üzerime süren araba sanırım kendini kıbrısta sanıyordu.	1	0	0	0
291	Yönetici, mesaiye geç kalan çalışanına: “Bravo, her zamanki gibi işe vaktinden önce geldin.”	1	0	0	0
292	zamanında 0.59 tl ödeyerek ömür boyu premium satın aldığım uygulamanın şu anki yıllık premium ücretinin 80 tl olması aşırı mutlu ediyor.	1	0	0	1
293	ayak serçe parmağımız bakıp gülelim diye mi var yoksa bir yerlere vuralım diye mi? başka bir amacı olmadığına eminim 😅	1	0	0	0
294	Bugün iş yerine gelmem sadece 76 dakika sürdü, işte İstanbul'u bu yüzden seviyorum... 😌😌😌😌😌	1	0	0	0
295	Denizli diyorlar denizi yok 🤔 🤔.	1	0	0	1
296	hobi olarak sabaha karşı 5te yatıp sabah 9da uyanmak en çok gözaltlarımın hoşuma gidiyor gibi 😞	1	0	0	1
297	Küçücük ama küçücük bir hata sonucu çalışanların maaşlarını muhasebecimiz yerine tüm şirkete göndermişim. Harika bir sabah... 😅	1	0	0	0
298	Ofisimizin önüne kocaman bir foseptik çukuru açılmış. Her yer mis gibi kokuyor! 💩	1	1	1	0
299	Patronumuzun bana emanet ettiği sırrı sadece 7 kişiye anlattım hepsi bu 🤐🤐	1	0	0	1
300	Aman tadımız kaçmasın. diye diye hiçbir şeyi tartışıp çözemez olduk.	0	0	0	0
301	11-17 yaş grubundaki çocukların yüzde 80'i yeterince egzersiz yapmıyor.	0	0	0	1
302	2 saat boyunca kalbi duran çocuk hayata döndü.	0	0	0	1
303	28 yaşıma geldim ama hala harry potter’ı izlerken ağlayabiliyorum.	0	0	0	1
304	Abartmak, küçültmekten milyarlarca kez daha kötüdür!	0	1	1	0
305	ABD'de polisin sert müdahalesine maruz kalan siyahi adam çevredekilerin gözleri önünde hayatını kaybetti.	0	0	0	0
306	açığa aldığım tayland biletini alıp, ilk uçakla taylanda 20 gün tatile gideceğim.	0	0	0	1
307	"adam kalkmış benzinlik ortasında pompalıyla 17 yaşında bir kızı öldürmüş, savunması da ""eski sevgilim sandım"""	0	0	0	1
308	Aksaray'da otizmli çocukların aileleri konuştu: Çocuklarımız okula arka kapıdan sokuluyor.	0	0	0	1
309	alarmı sabah 6'ya kurdum, artık yatmam gerek.	0	0	0	0
310	"alnıma ""sen kazamazsın, kazılı kuyum"" yazdırmalık bir ruh halindeyim."	0	0	0	0
311	Anksiyete çoğumuzun hayatında var ama güçsüz görünme korkusuyla anlatmıyoruz.	0	0	0	0
312	anneme sıkı sıkı sarılacağım.	0	0	0	0
313	Antalya'da hayatını kaybeden ailenin evinde siyanür bulgusuna rastlandı.	0	0	0	0
314	Antartika'da kara üzerindeki en derin nokta bulundu.	0	0	0	1
315	Apple'ın çevrimiçi dizi ve film platformu Apple TV plus 100'den fazla ülkede kullanıma açıldı.	0	0	0	1
316	"arkadaşımla ""şehirlerarası yol kenarından avm'ye yürürken kahve termosundan bira içmek"" gibi bir etkinlik ürettik, ne hissetmeliyiz bilemiyorum."	0	0	0	0
317	arkadaşlar su içmeyi nasıl hatırlıyorsunuz ben böbreklerim ağrıyana kadar fark etmiyorum susuz olduğumu	0	0	0	1
318	Artık en sevdiğim çikolatayı üretmeyi kesmişler :'(	0	0	0	0
319	"artık hayal kırıklığına bile uğramıyorum, ""yine mi, peki."" diyip yoluma devam ediyorum."	0	0	0	0
320	aslında sessiz insan yoktur, yanlış ortam vardır.	0	0	0	0
321	AtlasGlobal uçuşları 21 Aralık'ta yeniden başlıyor	0	0	0	1
322	Bağımlılığın kökeni daima travmaya ve çocuklukta yaşanan sorunlara dayanıyor.	0	0	0	0
323	Bağırsak bakterileri kanser tedavisini güçlendiriyor.	0	0	0	0
324	bahar alerjimden dolayı gözlerim dolmadı arkadaşlar dümdüz ağlıyorum	0	0	0	0
325	bakıyorum ki aramızda beni çekemeyen hatta kıskananlar oluşmaya başlamış, devam böyle	0	0	0	0
326	Bale akademisinde öğrencilere kilo almamak için sigara içmeleri tavsiye edildi.	0	0	0	1
327	Banyoda telefonla konuşan 13 yaşındaki kız çocuğu elektrik akımına kapıldı, kısa süre hafızasını kaybetti.	0	0	0	1
328	başkalarının hayatına burun sokmayı seven ne çok insan var şu memlekette.	0	0	0	1
329	Başkan eminim kuyusunu kazan adama seve seve yardım edecektir.	0	0	0	0
330	başladığımız gibi sinir krizi geçireceğimizi biliyorum ama arkadaşlarımla toplanıp vampir-köylü oynamayı özledim :'(	0	0	0	0
331	Bazı bitkisel ilaçlar kanser tedavisine yarardan çok zarar veriyor.	0	0	0	1
332	BBC'nin seçim haberlerini bilgisayarlar nasıl yazdı?	0	0	0	1
333	Bebeği 3 saat yaşayan anne, 63 gün boyunca biriktirdiği sütünü bağışladı.	0	0	0	1
334	Belçika ordusu zırh eklettiği aracına kısa boylu şoför bulmak zorunda.	0	0	0	1
335	Belçika'da yoksul ailelerin çocukları zengin çocuklardan daha çok antidepresan ilaç kullanıyor :(	0	0	0	0
336	Belçikalı bilim adamları, kemoterapisiz kanser tedavisi üzerinde çalışıyorlar.	0	0	0	1
337	belediyeler normalleşme sürecinde toplu taşıma kullanımının azalması sonucunda artacak trafiği rahatlatmak için fazladan bisiklet yolları yapmaya başladı.	0	0	0	1
338	Ben nerede yanlış yapıyorum acaba ya	0	0	0	0
339	Ben sizin kitaplarınızı orta okul yıllarımda okumaya başladım.	0	0	0	1
340	beni floransa'mın yağmurlarında yıkasınlar	0	0	0	1
341	Bilim adamları buzdolabında bir yıl dayanan yeni elma türü keşfettiler.	0	0	0	0
342	Bilim insanları şu uyku illetine bir çözüm bulun artık.	0	0	0	0
343	Biliminsanları pek çok ülkedeki korona salgını rakamlarını toplayarak bir bilgisayar modellemesi geliştirdi.	0	0	0	1
344	bir kadın anne olmak istemedi diye neden linç edilir kafam almıyor.	0	0	0	0
345	bir karavan alıp, yavaş, çok yavaş bir şekilde tüm dünyayı gezmek istiyorum	0	0	0	0
346	Bir şehire daha maske takma zorunluluğu getirildi.	0	0	0	0
347	Bir yıldan uzun süredir Mars’ta görev yapan InSight, bulunduğu bölgede daha önceleri tahmin edilenden on kat daha büyük manyetik alan tespit etti.	0	0	0	1
348	biraz önce reklam verdi, reklam bittiği gibi dizi başladı ve tekrar reklam verdi, çok saçmaydı.	0	0	0	0
349	Birinciliği son saniyelerde kaçırınca üzüntüden mahvoldu.	0	0	0	0
350	Boş yapılan arkadaş grubu aşırı özlenmişsin	0	0	0	1
351	boşa harcanan paralara çok üzülüyorum.	0	0	0	0
352	boşanma davalarının sonucu olarak verilen nafakalar hakkında ne düşünüyorsunuz, tartışalım mı?	0	0	0	0
353	böyle olmuyor, ben arkadaşlarıma buluşma sözü verip bir gün öncesinde dandik bir bahaneyle iptal etmeyi özledim	0	0	0	0
354	bu 134 bölümlük diziyi 7. kez bitirdim.	0	0	0	1
355	Bu dönem okul hiç bitmeyecek gibi hissettiriyor.	0	0	0	1
356	Bu hafta teslim etmem gereken 7 ödevim, girmem gereken 2 quizim var. Ne yapmam gerektiğini bilmiyorum ¯\_(ツ)_/¯	0	0	0	1
357	bu video'dan sonra coca-cola'nın dünya borsalarında dip yapması kaçınılmaz olacaktır.	0	0	0	1
358	bugün de dünyaya karşı umutsuz uyandım	0	0	0	0
359	"bulduğum ilk terasa çıkıp ""ARTIK ÇOK YORULDUM ANLIYOR MUSUNUZ???"" diye bağırmak istiyorum"	0	0	0	0
360	bunu ciddiye alıp uzun uzun yazanlardan daha zekidir, o kesin.	0	0	0	0
361	Bursa bu mevsimde soğuktur.	0	0	0	0
362	büyük bir aksilik olmazsa yarın bu saatlerde biri kız biri erkek olmak üzere iki tane bıcırığın dayısı olacağım.	0	0	0	0
363	Büyükşehir, kar yağışının hayatı olumsuz etkilememesi için hemen işe koyuldu.	0	0	0	0
364	canım deli gibi patlamış mısır çekiyor	0	0	0	0
365	Canım korkunç derecede tantuni çekiyor.	0	0	0	0
366	canım sıkılıyor, ayrıca canım da sıkkın :(((	0	0	0	0
367	canım şehrim, özlemişim insanını.	0	0	0	0
368	cd koleksiyonuma bakıp bunları çalacak bir sistemim yok diye üzülüyorum düzenli olarak :'(	0	0	0	1
369	Charles Darwin'in evrim teorisi tam 160 yaşına bastı.	0	0	0	1
370	Cumhuriyet 1923 yılında kuruldu.	0	0	0	1
371	Çalışanlara iş yerinde uyku izni verilmeli mi?	0	0	0	0
372	çalışmaktan nefret ediyorum.	0	0	0	0
373	Çin'de mobil internet kullanıcılarına yüz tarama zorunluluğu getiriliyor.	0	0	0	1
374	Çin'de öğrencilere beyin dalgalarını ölçen cihaz taktıran ilkokul, ailelerin şikâyetiyle uygulamaya son verdi.	0	0	0	0
375	Çok kinci bir insanım.	0	0	0	0
376	Dağda yürüyüş yaparken kalbi durdu, 6 saat sonra hastanede hayata döndürüldü.	0	0	0	1
377	dedeme lüks gözlük aldık, şurada kaç yılım kaldı paraya yazık etmişsiniz diye kızdı bize.	0	0	0	0
378	Demokratik Kongo'daki madenci ölümleri nedeniyle teknoloji devlerine dava açıldı.	0	0	0	1
379	Depremleri, felaketleri, hırsızlıkları umarım unutmamışızdır...	0	0	0	0
380	Derste örnek verilirken sizin isminiz kullanılınca siz de mutlu olmuyor musunuz?	0	0	0	1
381	Diyarbakır'da sıcaklıklar tam 45°C'yi görmüş :O	0	0	0	1
382	doğum günümü kutlamayı sevmiyorum.	0	0	0	0
383	düğün istemiyorum çünkü hayatımın en güzel anlarını tanımadığım yüzlerce insanla değil en sevdiğim insanlarla kutlamak istiyorum	0	0	0	1
384	Dün geceden beri Türkiye'deki mülteciler güvensiz koşullarda Yunanistan'a geçmeye çalışıyor.	0	0	0	0
385	Dünya çapında birçok ülkede de arka arkaya ekonomik önlem ve destek paketleri açıklanıyor.	0	0	0	0
386	Dünya Sağlık Örgütü'nün 24 saat ortalaması için belirlediği sınır 25 mikrogram.	0	0	0	1
387	Dünya'yı daha yaşanılır kılmak için neler yapabilirsiniz?	0	0	0	0
388	Dünyada şeker tüketimi neden arttı, ne tür önlemler alınabilir?	0	0	0	0
389	dünyadaki en iğrenç insan sen olmayabilirsin belki ama benim için kesinlikle öylesin.	0	0	0	0
390	Dünyanın ilk HIV-pozitif sperm bankası Yeni Zelanda'da açıldı.	0	0	0	1
391	eğer evinizde operatörünüz çekmiyorsa, wi-fi aramalarını etkinleştirerek cama yapışmadan telefonla konuşabilirsiniz :)	0	0	0	1
392	Elleri yıkamak, hapşururken ağzı kapatmak, dışarda her yere dokunmamak gibi normal insan davranışlarını benimsememiz için dünyayı bi virüsün kasıp kavurması lazımmış.	0	0	0	1
393	Elon Musk, Tesla'nın yeni pick-up modelini tanıttı.	0	0	0	1
394	En kısa gün tarih boyunca neden ve nasıl kutlandı?	0	0	0	1
395	en önemli olan şey kişinin ne istediğine karar vermesi.	0	0	0	0
396	en sevdiğiniz uçlu kalem markaları neler? yeni uçlu kalem almam gerek. 	0	0	0	0
397	Eski Galatasaray'lı Wesley Sneijder futbolu bıraktı.	0	0	0	1
398	Eskişehir’de inecek olan bu kadın, vagonun en arkasındaydı az önce.	0	0	0	0
399	Eurovision bu yıl iptal edilmiş.	0	0	0	1
400	eurovision'u kazanalı 17 yıl olmuş, hüzünlendim…	0	0	0	1
401	Facebook yeni logosunu tanıttı.	0	0	0	1
402	Felçli hasta zihniyle kol ve bacaklarını hareket ettirdi.	0	0	0	0
403	fiskenin kökeni pontus rumcasına dayanıyor olup, parmak uçları ile yapılan hafif vuruş anlamına gelir.	0	0	0	1
404	fotoğraf bastırmak için fotoğraf seçmeye çalıştığımda 50 fotoğraftan aza indiremiyorum asla! o kadar param yok...	0	1	1	1
405	Galatasaray Fenerbahçe ile berabere kaldı.	0	0	0	0
406	"gece 11'de kapım çaldı, korkarak kapıyı açtım, 2 bekçi gelmiş ""çamaşırları toplayın, yağmur yağıyor ıslanmasın"" dediler. sözün bittiği yerdeyim."	0	0	0	0
407	Gece kabus görmek, gündüz korkularla başa çıkmakta faydalı olabilir.	0	0	0	0
408	geçen hafta 41 dereceydi diye bu hafta şortla dışarı çıktım ama hava 19 dereceymiş.	0	0	0	1
409	"geçenlerde ped alırken yaşadıklarını anlatan kadınlar yalancılıkla suçlanıp linç ediliyordu, ben de gördüm şimdi ""siyah poşet alınız"" yazısını."	0	0	0	1
410	gençliğimden zerre keyif almıyorum	0	0	0	1
411	Gezi davasındaki tüm sanıklara beraat kararı çıktı.	0	0	0	0
412	Gıda paketlerine kalorileri yakmak için gereken 'egzersiz miktarları' yazılmalı.	0	0	0	0
413	Girdiğin sınavı kazandığını ve istediğin okulda okuduğunu bir düşün.	0	0	0	0
414	Google iki yılda 2 milyar dolardan fazla ceza ödedi.	0	0	0	1
415	Google'ın Kanada'da kurmak istediği akıllı kente yeşil ışık verildi.	0	0	0	0
416	Google'ın Türkiye'de yeni çıkacak Android cihazlarla ilgili kararı ne anlama geliyor?	0	0	0	1
417	günde iki kez telefonu şarj edecek kadar telefona kilitleniyorum.	0	0	0	1
418	Güzelim tatil hayaliniz nasıl mahvedilir? Tabi ki annenizin temizlik maceraları ile	0	0	0	0
419	Hafta sonu meteor yağmurları gözlemlenebilecek.	0	0	0	1
420	Hani bu en güzel yıldı?	0	0	0	0
421	Hani radyoda çok sevdiğin bir şarkıya denk gelir sevinirsin de tam sesini açtığında şarkı biter ya.	0	0	0	0
422	Hastanede yerde yatan çocuğun fotoğrafına bakmayan İngiltere Başbakanı Johnson'a eleştiri yağmuru geldi.	0	0	0	1
423	havada huzur veren bir aydınlık var.	0	0	0	0
424	Havaş'ta önündeki amca yanındaki rastgele kişiye pürel ikram etti, canım halkım :)	0	0	0	0
425	hayatta en büyük eğlence, başkalarının yapamazsın dediğini yapmaktır.	0	0	0	0
426	hayvanat bahçelerini tam olarak ne zaman kapatırız sizce, bunun vahşet olduğunu ne zaman kabul edeceğiz?	0	0	0	0
427	Hem arz hem talep tarafından baskı altında olan petrol fiyatları, son 18 yılın en düşük seviyelerine geriledi.	0	0	0	1
428	her gün aynı sabaha uyanır gibi ve sadece tek bir günü yaşıyor gibi hissediyorum.	0	0	0	0
429	herkes instagramı kapatmaktan bahsediyorken hazır belirteyim, kapatınca öyle aydınlanma, bakış açısını değiştirme gibi bir şey olmuyor.	0	0	0	0
430	Instagram estetik operasyon filtrelerini kaldırıyor.	0	0	0	1
431	"içimdeki ankaralıya "" bi sus la "" diye bağırmak suretiyle aspava hayallerimi susturuyorum..."	0	0	0	0
432	İHA kullanıcısının yerini tespit edecek telefon uygulaması geliştirildi.	0	0	0	1
433	ik olarak çalıştığım şirkette biri arayıp çalışanlardan birinin maaşını sordu, meğersem kız vereceklermiş, kızın babası arıyormuş.	0	0	0	0
434	İklim krizi çalışma grubumuz ilk toplantısını gerçekleştirdi. Kapımıza dayanan iklim krizinin halkımıza anlatılabilmesi için neler yapılabileceği konuşuldu.	0	0	0	0
435	İngiltere'de Brexit yasa tasarısı Avam Kamarası'nda ilk engeli aştı.	0	0	0	0
436	insan bilgisayar mühendsiliğinde okuduğunu hocaların ders iptal etmek yerine 5 dkda online ders vermeye geçebilmesinden anlıyor	0	0	0	1
437	insan büyüdüğünü araba yarışı oyunlarında viraj alırken gazı bırakınca anlıyor	0	0	0	1
438	insan eserleriyle övünmeli satın aldıklarıyla değil.	0	0	0	0
439	insan, olması gereken o ya da değil, değişime direniyor.	0	0	0	0
440	İnsanlar benim gözümde ikiye ayrılıyor: kahve bağımlıları ve çay bağımlıları.	0	0	0	0
441	insanların hep ilk tanıştığım zamanki hallerini özlüyorum.	0	0	0	0
442	insanlarla iletişim kurmak iyice zorlaştı mı, yoksa ben mi kaybediyorum iletişim yeteneğimi?	0	0	0	0
443	İnsanlığın sonunu getirebilecek varoluşsal riskler neler?	0	0	0	1
444	internetin önerdiği her şeyi yaptım ama mide bulantım hala geçmedi	0	0	0	0
445	İnternette viral olan Tom Cruise Deepfake videosu neden ürkütücü?	0	0	0	1
446	İroni tespiti için veri formu dolduran da ne bileyim...	0	0	0	1
447	İstanbul ve İzmir dahil bazı kentlerde su baskını riski arttı.	0	0	0	0
448	istanbul'da özel bir üniversitede güvenlik personeli olarak çalışıyorum.	0	0	0	0
449	istanbul’da saf alkol tüketen 20 kişi hayatını kaybetti.	0	0	0	1
450	işim gereği potansiyel 450 civarı farklı insanla aynı ortamda bulunacağım.	0	0	0	1
451	İzlanda büyümeyi değil, insanı önceleyen 'mutluluk ekonomisine' geçiyor.	0	0	0	0
452	izlediğim en iyi animasyon filmi.	0	0	0	1
453	Japonya nasıl bu kadar temiz bir ülke olabiliyor?	0	0	0	1
454	Japonya'da kadın gazeteci tecavüzle suçladığı ünlü isme karşı açtığı davayı kazandı.	0	0	0	1
455	Jean-François Millet'nin 'Başak Toplayan Kadınlar' adlı eseri tuval üzerine yağlı boya ile yapılmıştır ve günümüzde Paris'deki Orsay Müzesinde sergilenmektedir.	0	0	0	1
456	Kalp nakli ile hayata tutunan çift, evlendi.	0	0	0	1
457	Kanal İstanbul projesinin çevreye korkunç zararlar vereceği düşünülüyor.	0	0	0	0
458	kaplumbağa olsam biri gelir ters çevirir.	0	0	0	0
459	Kar yağsa da kartopu oynasak.	0	0	0	0
460	Karaciğer için faydalı besinler hangileri?	0	0	0	1
461	Karanlık enerjinin gizemini çözmek için 5 bin mini teleskopla 35 milyon galaksi incelenecek.	0	0	0	1
462	Kaygı, duygusal rezervlerin ziyan edilmesidir.	0	0	0	0
463	kediyi ve köpeği sevmek hayvanseverlik değildir, hayvanseçerliktir, türcülüktür!	0	1	1	0
464	kendimi köşeye sıkışmış hissediyorum.	0	0	0	0
465	Kenyalı atlet Eliud Kipchoge, maratonu 2 saatin altında koşan ilk sporcu olarak tarihe geçti.	0	0	0	1
466	Kırmızı tuğladan cephesi ve kuleleriyle dönemin mimarisini hatırlatıyor.	0	0	0	0
467	kimseye bir şey açıklayacak hal ve heves kalmadı, aynen diyip geçiyorum.	0	0	0	0
468	Kitapçıdan aldığım dergileri okuyor, arşivime kaldırıyorum.	0	0	0	0
469	Klavyem geceleri çok ses çıkarıyor diye annem uyanıyor.	0	0	0	0
470	Komplo teorilerine inanmak ile akıl sağlığı arasında bir bağlantı var mı?	0	0	0	1
471	Korkunca neden çığlık atıyoruz acaba?	0	0	0	0
472	küçük çocuğu var diye her şeyde öncelikli olduğunu düşünen aileler beni delirtiyor, sıra beklemeni engelleyen ne, çocuğun gayet sakin duruyor kimi kandırıyorsun?	0	0	0	0
473	"küçükken bir çocuk beni ""allah galatasaraylı"" diye kandırmıştı, çok üzülmüştüm ben de ""olsun atatürk fenerbahçeli"" demiştim :("	0	0	0	0
474	kütüphanede bir yüzük buldum, alyansa benziyor bir deneyeyim dedim fakat şu an çıkaramıyorum	0	0	0	0
475	Lifli gıda tüketmek abartılıyor bence, hiç yararını görmedim.	0	0	0	0
476	Macar insanları doğanın 5. kuvvetini bulduklarını öne sürdü.	0	0	0	1
477	Mahkeme Filistinlerin 2014'ten bu yana yaptığı bazı şikayetleri inceliyordu.	0	0	0	1
478	Mahsur kalan İranlı şoför için para toplanıp, yeni tır alındı.	0	0	0	1
479	makale yazıyorum, aynı zamanda hazırlanmam gereken birkaç sınav var.	0	0	0	0
480	markete gitmeye aşırı üşeniyorum	0	0	0	1
481	Meme kanseri riskini yüzde 50 azaltan ilacın olumlu etkisi yıllarca sürüyor.	0	0	0	1
482	Merkez bankası faizleri 200 baz puan daha düşürdü.	0	0	0	1
483	mevsim geçişlerinde hasta olmak tamam da zatürre olmak nedir :'( 	0	0	0	0
484	Michigan Üniversitesinde çalışan bir grup araştırmacı uzuvlarını kaybeden insanların (amputelerin) yapmak istedikleri hareketleri düşünerek kontrol edebildiği bir robot el geliştirdi.	0	0	0	1
485	Microsoft'tan yüzlerce yıl dayanabilecek veri depolama teknolojisi, Project Silica, tanıtıldı.	0	0	0	1
486	migros, çalışanlarına maske ve eldiven kullanmayı yasaklamış.	0	0	0	0
487	Migros'ta çalışanlara maske ve eldiven yasağı geldi.	0	0	0	0
488	Mikrop kapmamak için uçağın neresinde oturmalı?	0	0	0	1
489	Modern insanın ataları Botsvana'dan yayıldı.	0	0	0	1
490	Motorola, katlanan telefonu Razr'ın yeni versiyonunu çıkartıyor.	0	0	0	1
491	myers-briggs tip göstergesi (mbti) entel şahsın astrolojisidir	0	0	0	1
492	New York bekaret testini yasaklamayı gündemine aldı.	0	0	0	1
493	Normalde enerjik olan insanları biraz bile suskun görünce ne oldu diye darlamak bitsin artık ya	0	0	0	1
494	Oda 20 derece de olsa, 5 derece de olsa bu oda sıcaklığıdır...	0	0	0	1
495	Odamıza gelip dolabın içinden bütün bir kangal sucuğu (ç)alan hocam, belki karnın açtı ama haber etsen zaten paylaşırız yemeğimizi, böyle tatsız olmadı mı sence de?	0	0	0	1
496	ODTÜ'nün akademik arşivi erişime açıldı.	0	0	0	1
497	Ortaokul defterlerimi buldum, yazıma bakınca midem bulandı, ne çirkin yazıyormuşum! 	0	1	1	0
498	Pakistan'da HIV virüsü çocuklar arasında neden yayılıyor?	0	0	0	1
499	param yokken çok sinirleniyorum	0	0	0	1
500	Pardon, günaydınlaşmış mıydık?	0	0	0	0
501	parmağınıza yüzük sıkışırsa hastaneye değil, itfaiyeye gidiniz.	0	0	0	0
502	peluş oyuncaklara bayılıyorum, bana daha çok huzur veren bir şey görmedim.	0	0	0	0
503	Pentagon'un 10 milyar dolarlık ihalesini Microsoft kazandı, rakip Amazon 'Teklifler ayrıntılı incelenseydi farklı sonuç çıkardı' dedi.	0	0	0	1
504	Peru'da iki McDonald's çalışanı elektrik çarpması sonucu öldü, tüm şubeler yas için 2 gün kapatıldı.	0	0	0	1
505	Petrol fiyatlarındaki düşüşe paralel olarak Türkiye'de akaryakıt indirimleri devam ediyor.	0	0	0	1
506	pizza devri geçti sanırım, aşağı yukarı hepsinin içi boş ve küçük boy pizza boyutunda ama çok pahalılar, üzülüyorum.	0	0	0	0
507	Plastik kirliliği yarım milyon keşiş yengecini öldürdü.	0	0	0	1
508	Rabia Naz'ın ölümünü araştıran TBMM Araştırma Komisyonu sayesinde dosyadaki gizlilik kararı kalktı	0	0	0	1
509	Rafael Nadal, ABD Açık Tenis Turnuvası'nda rakibi Medvedev'i yenerek şampiyon oldu.	0	0	0	1
510	rakip okula kendi okulumun polarını giyerek giriyorum bana şans dileyin	0	0	0	1
511	Rapor, bu sistemlerin en büyük artışı orantısal olarak güvenlik, ulusal güvenlik ve akıllı tabela uygulamalarında göstereceğini öngörüyor.	0	0	0	1
512	Rusya tüm büyük spor etkinliklerinden men edilme riskiyle karşı karşıya.	0	0	0	1
513	Rusya ve Çin, Suriye'ye sınır ötesi yardımları veto etti.	0	0	0	0
514	rüyamda 3-4 kedi sahiplenmiştik, sabah uyanıp kedi rüya tabirlerine bakana kadar keyfim yerindeydi.	0	0	0	0
515	sabahın köründe ayakta uyuyarak yaptığım sunumda doğal olarak hocanın sorusuna cevap veremedim :(	0	0	0	0
516	Sağlık bakanının 'Ispanaktan değil yabani otlardan kaynaklanıyor' dediği besin zehirlenmeleri ile ilgili neler biliniyor?	0	0	0	1
517	Sağlıklı bir yaşamın yolunun iyi uykudan geçtiği söyleniyor.	0	0	0	0
518	Sahnede hidrojen peroksidin ayrışması deneyini yapan biyokimyager ABD güzeli seçildi.	0	0	0	1
519	Sakızdaki diş izleriyle, 5 bin 700 yıl önce yaşamış olan kadının genetik şifresi çözüldü.	0	0	0	1
520	salgının en büyük artısı herkesin sapık gibi uzun uzun el yıkamaya başlaması oldu sanırım, gördükçe mutlu oluyorum.	0	0	0	0
521	Samsung Yönetim Kurulu Başkanı'na sendikal faaliyetleri engellemesi sebebiyle 1,5 yıl hapis cezası verildi.	0	0	0	1
522	Sendikaların asgari ücret talebi belli oldu.	0	0	0	0
523	sıkıldım, daraldım, bunaldım...	0	0	0	0
524	Sınavdan hemen önce bölümün tüm tuvaletlerinde sıra olmasının hüznü :(	0	0	0	0
525	Sineklikler kedilere asla dayanmıyor.	0	0	0	0
526	Sonunda pilav yapmayı öğrendim.	0	0	0	0
527	sorumluluklarımı yerine getirmek için zorunluluk olmalarını bekliyorum.	0	0	0	0
528	sosyal medya bana hiç yaramıyor.	0	0	0	0
529	soyut düşünmek yazıyla birlikte insan hayatına giren bir durumdur.	0	0	0	0
530	spacex, uluslararası uzay istasyonuna astronot gönderen ilk özel şirket olacak.	0	0	0	1
531	Sporcular performanslarını kötü etkileyecek yemeklerden uzak durmalıdır.	0	0	0	1
532	Şehir hastanelerinde bugüne kadar ne kadar harcama yapıldı, sağlık hizmetlerine etkisi ne oldu?	0	0	0	0
533	tabii gençler bilmez, biz saatimiz bipleyince sms geldi zannederdik.	0	0	0	1
534	Tesla CEO'su Musk, 'cam skandalına' rağmen Cybertruck için 200 bin sipariş aldığını açıkladı.	0	0	0	1
535	Trump bir an önce senatoda yargılanmak istiyor.	0	0	0	0
536	Türk dizileri kadına şiddet içerdiği için eleştiriliyor.	0	0	0	0
537	türkiye, evlatlarına kendisinden başka bir şeyle meşgul olmak imkanını vermiyor.	0	0	0	0
538	Türkiye'de organik çay üretimi tavan yaptı.	0	0	0	0
539	Türkiye'de plastik poşet kullanımı yüzde 77,27 düştü.	0	0	0	1
540	Tütün mamullerinde tek tip pakete geçildi, uygulamanın etkileri tartışılıyor.	0	0	0	0
